bpm,compStyle,composer,key,style,title,song_index
240,Jazz-Up Tempo Swing,Shorter Wayne,Db,Up Tempo Swing,Dolores,318
100,Jazz-Medium Swing,Hancock Herbie,Eb,Medium Swing,Dolphin Dance,319
140,Jazz-Bossa Nova,Eca Luiz,E,Bossa Nova,"Dolphin, The",320
240,Jazz-Up Tempo Swing,Golson Benny,C-,Up Tempo Swing,Domingo,321
100,Jazz-Medium Swing,Sampson Edgar,Eb,Medium Swing,Don't Be That Way,322
60,Jazz-Ballad Swing,McHugh Jimmy,C,Ballad,Don't Blame Me,323
60,Jazz-Ballad Swing,Holiday Billie,D-,Ballad,Don't Explain,324
100,Jazz-Medium Swing,Porter Cole,F,Medium Swing,Don't Fence Me In,325
100,Jazz-Medium Swing,Ellington Duke,C,Medium Swing,Don't Get Around Much Anymore,326
60,Jazz-Ballad Swing,Kent-Mason-Evans,Bb,Ballad,Don't Go To Strangers,327
60,Jazz-Ballad Swing,Harris Jesse,Bb,Ballad,Don't Know Why,328
100,Jazz-Medium Swing,Parks Gordon,F,Medium Swing,Don't Misunderstand,329
60,Jazz-Ballad Swing,Nemo Henry,C,Ballad,Don't Take Your Love From Me,330
60,Jazz-Ballad Swing,Bloom Rube,Ab,Ballad,Don't Worry 'Bout Me,331
240,Jazz-Up Tempo Swing,Parker Charlie,Ab,Up Tempo Swing,Donna Lee,332
100,Jazz-Medium Swing,Traditional,F,Medium Swing,Down By The Riverside,333
200,Jazz-Medium Up Swing,Green Freddie,Bb,Medium Up Swing,Down For Double,334
100,Jazz-Medium Swing,Porter Cole,D,Medium Swing,Down In The Depths,335
100,Jazz-Medium Swing,Rollins Sonny,Bb,Medium Swing,Doxy,336
80,Jazz-Slow Swing,Mercer Johnny,Ab,Slow Swing,Dream,337
60,Jazz-Ballad Swing,Schwendt-Andre-Kahn,C,Ballad,Dream A Little Dream Of Me,338
100,Jazz-Medium Swing,Porter Cole,C,Medium Swing,Dream Dancing,339
60,Jazz-Ballad Swing,Mancini Henry,C,Ballad,Dreamsville,340
100,Jazz-Medium Swing,Hancock Herbie,Eb,Medium Swing,Driftin',341
100,Jazz-Medium Swing,Brubeck Dave,C,Medium Swing,"Duke, The",342
240,Jazz-Up Tempo Swing,Shorter Wayne,F,Up Tempo Swing,E.S.P.,343
60,Jazz-Ballad Swing,Burns-Herman,C,Ballad,Early Autumn,344
100,Jazz-Medium Swing,Bowman Brooks,G,Medium Swing,East Of The Sun,345
60,Jazz-Ballad Swing,Rainger Ralph,F,Ballad,Easy Living,346
100,Jazz-Medium Swing,Jones Alan,Eb,Medium Swing,Easy Street,347
100,Jazz-Medium Swing,Porter Cole,G,Medium Swing,Easy To Love,348
100,Jazz-Medium Swing,Silver Horace,Db,Medium Swing,Ecaroh,349
160,Jazz-Latin/Swing,Flanagan Tommy,Eb,Latin-Swing,Eclypso,350
100,Jazz-Medium Swing,Swallow Steve,G-,Medium Swing,Eiderdown,351
140,Jazz-Even 8ths,Carter Ron,F,Even 8ths,Eighty One,352
360,Jazz-Bossa Nova,Mandel Johnny,Eb,Bossa Nova,El Cajon,353
140,Jazz-Bossa Nova,Shorter Wayne,F,Bossa Nova,El Gaucho,354
100,Jazz-Medium Swing,Johnson J.J.,Bb,Medium Swing,Elora,355
60,Jazz-Ballad Swing,Gershwin George,G,Ballad,Embraceable You,356
100,Jazz-Medium Swing,Mandel Johnny,G,Waltz,Emily,357
60,Jazz-Ballad Swing,Redding Edward,F,Ballad,"End Of A Love Affair, The",358
100,Jazz-Medium Swing,Evans Bill,Eb,Medium Swing,Epilogue,359
100,Jazz-Medium Swing,"Thelonious Monk, Kenny Clarke",Db,Medium Swing,Epistrophy,360
80,Jazz-Slow Swing,Coltrane John,C#-,Slow Swing,Equinox,361
100,Jazz-Medium Swing,Monk Thelonious,G,Medium Swing,Eronel,362
140,Jazz-Bossa Nova,Martino Bruno,B-,Bossa Nova,Estate,363
240,Jazz-Up Tempo Swing,Stitt Sonny,Bb,Up Tempo Swing,Eternal Triangle,364
60,Jazz-Ballad Swing,Porter Cole,Eb,Ballad,Ev'ry Time We Say Goodbye,365
100,Jazz-Medium Swing,Wheeler Kenny,C-,Waltz,Everybody's Song But My Own,366
60,Jazz-Ballad Swing,Dennis Matt,Bb,Ballad,Everything Happens To Me,367
60,Jazz-Ballad Swing,Lane Burton,C,Ballad,Everything I Have Is Yours,368
100,Jazz-Medium Swing,Porter Cole,F,Medium Swing,Everything I Love,369
100,Jazz-Medium Swing,Rodgers-Hart,Eb,Medium Swing,Everything I've Got Belongs To You,370
100,Jazz-Medium Swing,Monk Thelonious,Eb,Medium Swing,Evidence,371
100,Jazz-Medium Swing,McHugh Jimmy,C,Medium Swing,Exactly Like You,372
240,Jazz-Up Tempo Swing,Hancock Herbie,F-,Up Tempo Swing,Eye of the Hurricane,373
60,Jazz-Ballad Swing,Shorter Wayne,E-,Ballad,Fall,374
140,Jazz-Even 8ths,Swallow Steve,Ab,Even 8ths,Falling Grace,375
100,Jazz-Medium Swing,Hollander Frederick,C,Waltz,Falling In Love Again,376
100,Jazz-Medium Swing,Rodgers Richard,Bb,Waltz,Falling In Love With Love,377
160,Jazz-Medium Up Swing,Walton Cedar,C,Medium Up Swing,Fantasy in D (or Ugetsu),378
100,Jazz-Medium Swing,Metheny Pat,C,Waltz,Farmer's Trust,379
160,Jazz-Medium Up Swing,Gershwin George,F,Medium Up Swing,Fascinating Rhythm,380
100,Jazz-Medium Swing,Marchetti Fernando-Dante,C,Waltz,Fascination,381
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,G-,Bossa Nova,Favela,382
100,Jazz-Medium Swing,Shorter Wayne,Bb,Medium Swing,Fee-Fi-Fo-Fum,383
115,Pop-Rock,McDaniels Eugene,Eb,Rock Pop,Feel Like Makin' Love,384
140,Pop-Funk,Mangione Chuck,F,Funk,Feels So Good,385
100,Jazz-Medium Swing,Davenport-Cooley,A-,Medium Swing,Fever,386
60,Jazz-Ballad Swing,Swift Kay,F,Ballad,Fine And Dandy,387
80,Jazz-Slow Swing,Holiday Billie,F,Slow Swing,Fine And Mellow,388
100,Jazz-Medium Swing,Mulligan Gerry,C,Medium Swing,Five Brothers,389
60,Jazz-Ballad Swing,Grouya Ted,F,Ballad,Flamingo,390
240,Jazz-Up Tempo Swing,Curtain Hoyt,Bb,Up Tempo Swing,Flintstones,391
100,Jazz-Medium Swing,Howard Bart,C,Medium Swing,Fly Me To The Moon,392
100,Jazz-Medium Swing,Goodman-Hampton,Eb,Medium Swing,Flying Home,393
60,Jazz-Ballad Swing,Kern Jerome,C,Ballad,"Folks Who Live On The Hill, The",394
80,Jazz-Slow Swing,Bloom Rube,C,Slow Swing,Fools Rush In,395
100,Jazz-Medium Swing,Shorter Wayne,C-,Waltz,Footprints,396
60,Jazz-Ballad Swing,Coots Fred,Eb,Ballad,For All We Know,397
60,Jazz-Ballad Swing,Edwards-Meyer-Bretton,F,Ballad,For Heaven's Sake,398
100,Jazz-Medium Swing,Wheeler Kenny,A,Waltz,For Jan,399
240,Jazz-Up Tempo Swing,Heath Jimmy,C-,Up Tempo Swing,For Minors Only,400
100,Jazz-Medium Swing,Murden Orlando,Bb,Medium Swing,For Once In My Life,401
80,Jazz-Slow Swing,Best William,Db,Slow Swing,For Sentimental Reasons,402
80,Jazz-Slow Swing,Gershwin George,Eb,Slow Swing,"For You, For Me, For Evermore",403
140,Jazz-Bossa Nova,Lloyd Charles,C,Bossa Nova,Forest Flower,404
140,Jazz-Bossa Nova,Heath Jimmy,Bb,Bossa Nova,Forever Sonny,405
240,Jazz-Up Tempo Swing,Davis Miles,Eb,Up Tempo Swing,Four,406
240,Jazz-Up Tempo Swing,Giuffre Jimmy,Ab,Up Tempo Swing,Four Brothers,407
100,Jazz-Medium Swing,Monk Thelonious,Eb,Medium Swing,Four In One,408
240,Jazz-Up Tempo Swing,Montgomery Wes,G-,Up Tempo Swing,Four On Six,409
100,Jazz-Medium Swing,Nestico Sammy,Bb,Medium Swing,Freckle Face,410
100,Jazz-Medium Swing,Davis Miles,Bb,Medium Swing,Freddie Freeloader,411
160,Jazz-Medium Up Swing,Flanagan Tommy,Ab,Medium Up Swing,Freight Train,412
180,Jazz-Latin,Dominguez Alberto,Ab,Latin,Frenesi,413
100,Jazz-Medium Swing,Monk Thelonious,G,Medium Swing,Friday The 13th,414
100,Jazz-Medium Swing,Richardel Joe,Bb,Medium Swing,"Frim Fram Sauce, The",415
240,Jazz-Up Tempo Swing,Porter Cole,F-,Up Tempo Swing,From This Moment On,416
100,Jazz-Medium Swing,Montgomery Wes,F-,Waltz,Full House,417
100,Jazz-Medium Swing,Mobley Hank,Ab,Medium Swing,Funk In Deep Freeze,418
160,Jazz-Medium Up Swing,Evans Bill,C-,Medium Up Swing,Funkallero,419
100,Jazz-Medium Swing,Monk Thelonious,Ab,Medium Swing,Gallop's Gallop,420
100,Jazz-Medium Swing,Morgan Lee,C-,Waltz,Gary's Notebook,421
80,Jazz-Slow Swing,Redman Don,Eb,Slow Swing,"Gee Baby, Ain't I Good To You",422
140,Jazz-Bossa Nova,Bonfa Luiz,A-,Bossa Nova,"Gentle Rain, The",423
70,Jazz-Ballad Swing,Burton Gary,Ab,Ballad,Gentle Wind And Falling Tear,424
80,Jazz-Slow Swing,Carmichael Hoagy,F,Slow Swing,Georgia On My Mind,425
160,Jazz-Medium Up Swing,Arlen Harold,F,Medium Up Swing,Get Happy,426
240,Jazz-Up Tempo Swing,Lerner Alan,G,Up Tempo Swing,Get Me To The Church On Time,427
100,Jazz-Medium Swing,Porter Cole,Bb,Medium Swing,Get Out Of Town,428
240,Jazz-Up Tempo Swing,Coltrane John,Eb,Up Tempo Swing,Giant Steps,429
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,F,Bossa Nova,"Girl From Ipanema, The",430
80,Jazz-Slow Swing,Hefti Neal,F,Slow Swing,Girl Talk,431
100,Jazz-Medium Swing,Bloom Rube,Eb,Medium Swing,Give Me The Simple Life,432
100,Jazz-Medium Swing,Rodgers-Hart,F,Medium Swing,Glad To Be Unhappy,433
100,Jazz-Medium Swing,LaFaro Scott,F,Medium Swing,Gloria's Step,434
60,Jazz-Ballad Swing,Hill Billy,G,Ballad,"Glory Of Love, The",435
60,Jazz-Ballad Swing,Herzog-Holiday,Eb,Ballad,God Bless The Child,436
100,Jazz-Medium Swing,Wallington George,Ab,Medium Swing,Godchild,437
100,Jazz-Medium Swing,Livingston Jay,C-,Medium Swing,Golden Earring,438
100,Jazz-Medium Swing,Wrubel Allie,Eb,Medium Swing,Gone With The Wind,439
100,Jazz-Medium Swing,Dameron Tadd,Bb,Medium Swing,Good Bait,440
60,Jazz-Ballad Swing,Distel Sacha,Ab,Ballad,"Good Life, The",441
60,Jazz-Ballad Swing,Drake-Fisher-Higginbotham,C-,Ballad,Good Morning Heartache,442
60,Jazz-Ballad Swing,Jenkins Gordon,C,Ballad,Goodbye,443
60,Jazz-Ballad Swing,Mingus Charles,Eb,Ballad,Goodbye Pork Pie Hat,444
240,Jazz-Up Tempo Swing,Corea Chick,D-,Up Tempo Swing,Got A Match?,445
240,Jazz-Up Tempo Swing,Coltrane John,Bb-,Up Tempo Swing,Grand Central,446
100,Jazz-Medium Swing,Brown Ray,C,Waltz,"Gravy Waltz, The",447
100,Jazz-Medium Swing,Monk Thelonious,G#-,Medium Swing,Green Chimneys,448
140,Jazz-Bossa Nova,Silver Horace,Bb,Bossa Nova,Gregory Is Here,449
240,Jazz-Up Tempo Swing,Gillespie Dizzy,Eb,Up Tempo Swing,Groovin' High,450
100,Jazz-Medium Swing,Monk Thelonious,F,Medium Swing,Hackensack,451
240,Jazz-Up Tempo Swing,Davis Miles,C,Up Tempo Swing,Half Nelson,452
100,Jazz-Medium Swing,Charles Ray,Bb,Medium Swing,Hallelujah I Just Love Him So,453
240,Jazz-Up Tempo Swing,Powell Bud,F,Up Tempo Swing,Hallucinations,454
100,Jazz-Medium Swing,Arlen Harold,C,Medium Swing,Happiness Is A Thing Called Joe,455
240,Jazz-Up Tempo Swing,Freeman Russ,F,Up Tempo Swing,Happy Little Sunbeam,456
60,Jazz-Ballad Swing,Shorter Wayne,A,Ballad,Harlequin,457
60,Jazz-Ballad Swing,Schwartz Arthur,Eb,Ballad,Haunted Heart,458
100,Jazz-Medium Swing,Rodgers Richard,F,Medium Swing,Have You Met Miss Jones?,459
100,Jazz-Medium Swing,Lee-Burke,F,Medium Swing,He's A Tramp,460
100,Jazz-Medium Swing,Carmichael Hoagy,F,Medium Swing,Heart And Soul,461
100,Jazz-Medium Swing,Berlin Irving,G,Medium Swing,Heatwave,462
75,Jazz-Ballad Swing,Jackson Milt,G,Ballad,Hello,463
100,Jazz-Medium Swing,Herman Jerry,Bb,Medium Swing,Hello Dolly,464
160,Jazz-Medium Up Swing,Rogers Richard,C,Medium Up Swing,Hello Young Lovers,465
60,Jazz-Ballad Swing,Van-Heusen Jimmy,G,Ballad,Here's That Rainy Day,466
130,Jazz-Bossa Nova,Kessel Barney,A,Bossa Nova,Here's That Sunny Day,467
60,Jazz-Ballad Swing,Butler Artie,Eb-,Ballad,Here's To Life,468
100,Jazz-Medium Swing,Wheeler Kenny,F,Waltz,Heyoke,469
100,Jazz-Medium Swing,Weston Randy,C,Medium Swing,High Fly,470
100,Jazz-Medium Swing,Van-Heusen Jimmy,F,Medium Swing,High Hopes,471
185,Jazz-Medium Up Swing,Morgan Lee,F,Medium Up Swing,Hocus-Pocus,472
140,Jazz-Bossa Nova,Mobley Hank,Bb,Bossa Nova,Home At Last,473
100,Jazz-Medium Swing,Silver Horace,F,Medium Swing,Home Cookin',474
160,Jazz-Medium Up Swing,Holland Dave,Eb,Medium Up Swing,Homecoming,475
240,Jazz-Up Tempo Swing,Waller Fats,F,Up Tempo Swing,Honeysuckle Rose,476
100,Jazz-Medium Swing,Silver Horace,Db,Medium Swing,Horace-Scope,477
240,Jazz-Up Tempo Swing,Dameron Tadd,C,Up Tempo Swing,Hot House,478
80,Jazz-Slow Swing,Shorter Wayne,C-,Slow Swing,House Of Jade,479
100,Jazz-Medium Swing,Lane Burton,F,Medium Swing,How About You,480
60,Jazz-Ballad Swing,Lane Burton,F,Ballad,How Are Things In Glocca Morra,481
100,Jazz-Medium Swing,Berlin Irving,Eb,Medium Swing,How Deep Is The Ocean,482
100,Jazz-Medium Swing,Lewis Morgan,G,Medium Swing,How High The Moon,483
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,D-,Bossa Nova,How Insensitive,484
100,Jazz-Medium Swing,Carmichael Hoagy,Ab,Medium Swing,How Little We Know,485
60,Jazz-Ballad Swing,Gershwin George,F,Ballad,How Long Has This Been Going On?,486
100,Jazz-Medium Swing,Zindars Earl,C,Waltz,How My Heart Sings,487
240,Jazz-Up Tempo Swing,Corea Chick,C,Up Tempo Swing,Humpty Dumpty,488
160,Jazz-Medium Up Swing,Reinhardt Django,G,Medium Up Swing,Hungaria,489
80,Jazz-Slow Swing,Graham-Williams,G,Slow Swing,I Ain't Got Nobody,490
160,Jazz-Medium Up Swing,Loesser Frank,G,Medium Up Swing,I Believe In You,491
100,Jazz-Medium Swing,McHugh Jimmy,C,Medium Swing,I Can't Believe...You're In Love...,492
60,Jazz-Ballad Swing,Duke Vernon,C,Ballad,I Can't Get Started,493
100,Jazz-Medium Swing,McHugh Jimmy,F,Medium Swing,I Can't Give You Anything But Love,494
240,Jazz-Up Tempo Swing,Porter Cole,Eb,Up Tempo Swing,I Concentrate On You,495
100,Jazz-Medium Swing,Loewe Frederick,C,Medium Swing,I Could Have Danced All Night,496
100,Jazz-Medium Swing,Rodgers Richard,C,Medium Swing,I Could Write A Book,497
60,Jazz-Ballad Swing,Green Johnny,G,Ballad,I Cover The Waterfront,498
60,Jazz-Ballad Swing,Freed-Arnheim-Lyman,F,Ballad,I Cried For You,499
60,Jazz-Ballad Swing,Ellington Duke,F,Ballad,I Didn't Know About You,500
100,Jazz-Medium Swing,Rodgers Richard,G,Medium Swing,I Didn't Know What Time It Was,501
100,Jazz-Medium Swing,Lee Peggy,C,Medium Swing,I Don't Know Enough About You,502
100,Jazz-Medium Swing,Ellis Serger,G,Medium Swing,I Don't Want To Miss Mississippi,503
60,Jazz-Ballad Swing,Styne Jule,Eb,Ballad,I Fall In Love Too Easily,504
100,Jazz-Medium Swing,Palmer-Williams,F,Medium Swing,I Found A New Baby,505
100,Jazz-Medium Swing,Porter Cole,Eb,Medium Swing,I Get A Kick Out Of You,506
60,Jazz-Ballad Swing,Carmichael Hoagy,Bb,Ballad,I Get Along Without You,507
60,Jazz-Ballad Swing,Ellington Duke,G,Ballad,I Got It Bad,508
240,Jazz-Up Tempo Swing,Gershwin George,Bb,Up Tempo Swing,I Got Rhythm,509
100,Jazz-Medium Swing,Berlin Irving,F,Medium Swing,I Got The Sun In The Morning,510
60,Jazz-Ballad Swing,Arlen Harold,Bb,Ballad,I Gotta Right To Sing The Blues,511
60,Jazz-Ballad Swing,Styne Jule,C,Ballad,I Guess I'll Hang My Tears Out To Dry,512
60,Jazz-Ballad Swing,Schwartz Arthur,C,Ballad,I Guess I'll Have To Change My Plan,513
100,Jazz-Medium Swing,Noble Ray,F,Medium Swing,I Hadn't Anyone Till You,514
100,Jazz-Medium Swing,Rodgers-Hammerstein,F,Medium Swing,I Have Dreamed,515
100,Jazz-Medium Swing,Fragos-Baker-Gasparre,Eb,Medium Swing,I Hear A Rhapsody,516
100,Jazz-Medium Swing,Lane Burton,F,Medium Swing,I Hear Music,517
60,Jazz-Ballad Swing,Cory George,Bb,Ballad,I Left My Heart In San Francisco,518
100,Jazz-Medium Swing,Ellington Duke,Eb,Medium Swing,I Let A Song Go Out Of My Heart,519
100,Jazz-Medium Swing,Duke Vernon,Eb,Medium Swing,I Like The Likes Of You,520
100,Jazz-Medium Swing,"Bill Schluger, Peggy Lee",Bb,Medium Swing,I Love Being Here With You,521
100,Jazz-Medium Swing,Porter Cole,C-,Medium Swing,I Love Paris,522
160,Jazz-Medium Up Swing,Porter Cole,F,Medium Up Swing,I Love You,523
60,Jazz-Ballad Swing,Gershwin George,F,Ballad,I Loves You Porgy,524
100,Jazz-Medium Swing,Sullivan Henry,Eb,Medium Swing,I May Be Wrong,525
100,Jazz-Medium Swing,Monk Thelonious,F,Medium Swing,I Mean You,526
60,Jazz-Ballad Swing,Warren Harry,C,Ballad,I Only Have Eyes For You,527
60,Jazz-Ballad Swing,Golson Benny,Eb,Ballad,I Remember Clifford,528
100,Jazz-Medium Swing,Schertzinger Victor,F,Medium Swing,I Remember You,529
60,Jazz-Ballad Swing,Schwartz Arthur,Eb,Ballad,I See Your Face Before Me,530
100,Jazz-Medium Swing,Cahn-Stordahl-Weston,C,Medium Swing,I Should Care,531
60,Jazz-Ballad Swing,Barris Harry,C,Ballad,I Surrender Dear,532
100,Jazz-Medium Swing,Elliot-Marcotte,C,Medium Swing,I Think Of You,533
60,Jazz-Ballad Swing,Van-Heusen Jimmy,F,Ballad,I Thought About You,534
100,Jazz-Medium Swing,Berlin Irving,Eb,Medium Swing,I Used To Be Color Blind,535
160,Jazz-Medium Up Swing,Youmans Vincent,C,Medium Up Swing,I Want To Be Happy,536
60,Jazz-Ballad Swing,Eckstine Billy,Eb,Ballad,I Want To Talk About You,537
100,Jazz-Medium Swing,Gershwin George,Ab,Medium Swing,I Was Doing All Right,538
100,Jazz-Medium Swing,Legrand Michel,F,Medium Swing,I Will Wait For You,539
60,Jazz-Ballad Swing,Warren Harry,G,Ballad,I Wish I Knew,540
140,Jazz-Even 8ths,Taylor Billy,F,Even 8ths,I Wish I Knew How It Would Feel To Be Free,541
100,Jazz-Medium Swing,Rodgers Richard,G,Medium Swing,I Wish I Were In Love Again,542
100,Jazz-Medium Swing,Trenet Charles,Eb,Medium Swing,I Wish You Love,543
100,Jazz-Medium Swing,Kern Jerome,C,Medium Swing,I Won't Dance,544
60,Jazz-Ballad Swing,Wilder Alec,C,Ballad,I'll Be Around,545
100,Jazz-Medium Swing,Fain Sammy,Eb,Medium Swing,I'll Be Seeing You,546
100,Jazz-Medium Swing,Reid-Kaye,F,Medium Swing,I'll Close My Eyes,547
100,Jazz-Medium Swing,Ahlert-Turk,C,Medium Swing,I'll Get By (As Long As I Have You),548
100,Jazz-Medium Swing,Khan-Malneck-Signorelli,G,Medium Swing,I'll Never Be The Same,549
100,Jazz-Medium Swing,Cahn-VanHeusen,G,Medium Swing,I'll Only Miss Her When I Think Of Her,550
100,Jazz-Medium Swing,Raye-DePaul,G,Medium Swing,I'll Remember April,551
160,Jazz-Medium Up Swing,Jones-Kahn,F,Medium Up Swing,I'll See You In My Dreams,552
100,Jazz-Medium Swing,Oakland Ben,F,Waltz,I'll Take Romance,553
60,Jazz-Ballad Swing,Herron-Sinatra-Wolf,E-,Ballad,I'm A Fool To Want You,554
100,Jazz-Medium Swing,Leonard-Martin,D,Waltz,I'm All Smiles,555
100,Jazz-Medium Swing,Carroll Harry,G,Medium Swing,I'm Always Chasing Rainbows,556
160,Jazz-Medium Up Swing,Hodges-James-Ellington,C,Medium Up Swing,I'm Beginning To See The Light,557
100,Jazz-Medium Swing,Reynolds-Daugherty,Ab,Medium Swing,I'm Confessin' That I Love You,558
100,Jazz-Medium Swing,Bassman George,F,Medium Swing,I'm Getting Sentimental Over You,559
60,Jazz-Ballad Swing,Dorsey Jimmy,F,Ballad,I'm Glad There Is You,560
100,Jazz-Medium Swing,Ahlert Fred,G,Medium Swing,I'm Gonna Sit Right Down and Write Myself A Letter,561
100,Jazz-Medium Swing,McHugh Jimmy,C,Medium Swing,I'm In The Mood For Love,562
100,Jazz-Medium Swing,Ellington Duke,G,Medium Swing,I'm Just A Lucky So-And-So,563
100,Jazz-Medium Swing,Kern Jerome,F,Medium Swing,I'm Old Fashioned,564
100,Jazz-Medium Swing,Berlin Irving,C,Medium Swing,I'm Putting All My Eggs In One Basket,565
100,Jazz-Medium Swing,Louis-Henderson-Young,F,Medium Swing,I'm Sitting On Top Of The World,566
60,Jazz-Ballad Swing,Kahn-Malneck-Livingston,F,Ballad,I'm Through With Love,567
100,Jazz-Medium Swing,Palmer-Williams,F,Medium Swing,I've Found A New Baby,568
60,Jazz-Ballad Swing,Gershwin George,Bb,Ballad,I've Got A Crush On You,569
100,Jazz-Medium Swing,Berlin Irving,Eb,Medium Swing,I've Got My Love To Keep Me Warm,570
100,Jazz-Medium Swing,Arlen Harold,F,Medium Swing,I've Got The World On A String,571
100,Jazz-Medium Swing,Porter Cole,Eb,Medium Swing,I've Got You Under My Skin,572
60,Jazz-Ballad Swing,Loewe Frederick,Eb,Ballad,I've Grown Accustomed To Her Face,573
100,Jazz-Medium Swing,Styne Jule,C,Medium Swing,I've Heard That Song Before,574
100,Jazz-Medium Swing,Loesser Frank,Bb,Medium Swing,I've Never Been In Love Before,575
100,Jazz-Medium Swing,Kern Jerome,F,Medium Swing,I've Told Eve'ry Little Star,576
80,Jazz-Slow Swing,Green Grant,C-,Slow Swing,Idle Moments,577
100,Jazz-Medium Swing,Loewe Frederick,Bb,Medium Swing,If Ever I Would Leave You,578
60,Jazz-Ballad Swing,Johnson James,Eb,Ballad,If I Could Be With You,579
100,Jazz-Medium Swing,Lawrence Jack,Bb,Medium Swing,If I Didn't Care,580
80,Jazz-Slow Swing,Campbell-Connelly-Shapiro,Bb,Slow Swing,If I Had You,581
60,Jazz-Ballad Swing,Rodgers Richard,C,Ballad,If I Loved You,582
60,Jazz-Ballad Swing,Bricusse Leslie,F,Ballad,If I Ruled The World,583
100,Jazz-Medium Swing,Rainger Ralph,Bb,Medium Swing,If I Should Lose You,584
160,Jazz-Medium Up Swing,Loesser Frank,F,Medium Up Swing,If I Were A Bell,585
60,Jazz-Ballad Swing,Dietz-Schwartz,C,Ballad,If There Is Someone Lovelier,586
60,Jazz-Ballad Swing,Dameron Tadd,Eb,Ballad,If You Could See Me Now,587
100,Jazz-Medium Swing,Cahn-Chaplin,C,Medium Swing,If You Ever Should Leave,588
140,Jazz-Bossa Nova,Jobim Antonio-Carlos,C,Bossa Nova,If You Never Come To Me,589
60,Jazz-Ballad Swing,Arlen Harold,Bb,Ballad,Ill Wind,590
60,Jazz-Ballad Swing,Van-Heusen Jimmy,Eb,Ballad,Imagination,591
240,Jazz-Up Tempo Swing,Coltrane John,D-,Up Tempo Swing,Impressions,592
100,Jazz-Medium Swing,Wayne-Lewis-Young,G,Medium Swing,In A Little Spanish Town,593
100,Jazz-Medium Swing,Ellington Duke,Ab,Medium Swing,In A Mellow Tone (In A Mellotone),594
60,Jazz-Ballad Swing,Ellington Duke,D-,Ballad,In a Sentimental Mood,595
100,Jazz-Medium Swing,Little-Siras,F,Waltz,In A Shanty In Old Shanty Town,596
140,Jazz-Even 8ths,Metheny Pat,E,Even 8ths,In Her Family,597
100,Jazz-Medium Swing,Leo Robin Jerome Kern,Bb,Medium Swing,In Love In Vain,598
180,Jazz-Latin,Silver Horace,C,Latin,In Pursuit Of The 27th Man,599
100,Jazz-Medium Swing,Carmichael Hoagy,F,Medium Swing,"In The Cool, Cool, Cool Of The Evening",600
100,Jazz-Medium Swing,Coslow Sam,Bb,Medium Swing,In The Middle Of A Kiss,601
240,Jazz-Up Tempo Swing,Porter Cole,F,Up Tempo Swing,In The Still Of The Night,602
60,Jazz-Ballad Swing,Mann-Hilliard,C,Ballad,In The Wee Small Hours Of The Morning,603
160,Jazz-Medium Up Swing,Monk Thelonious,Ab,Medium Up Swing,In Walked Bud,604
100,Jazz-Medium Swing,Brubeck Dave,Eb,Medium Swing,In Your Own Sweet Way,605
265,Jazz-Up Tempo Swing,Silver Horace,Ab,Up Tempo Swing,Incentive,606
100,Jazz-Medium Swing,Victor-Aldubin-Herbert ,G,Medium Swing,Indian Summer,607
240,Jazz-Up Tempo Swing,Hanley James,F,Up Tempo Swing,Indiana (Back Home Again In),608
60,Jazz-Ballad Swing,Shorter Wayne,Eb,Ballad,Infant Eyes,609
240,Jazz-Up Tempo Swing,Henderson Joe,G,Up Tempo Swing,Inner Urge,610
100,Jazz-Medium Swing,Evans Bill,F-,Medium Swing,Interplay,611
140,Jazz-Even 8ths,Kaper Bronislau,C-,Even 8ths,Invitation,612
100,Jazz-Medium Swing,Shorter Wayne,F-,Waltz,Iris,613
100,Jazz-Medium Swing,DePaul Gene,F,Medium Swing,Irresistable You,614
175,Jazz-Medium Up Swing,Pearson Duke,C,Medium Up Swing,Is That So?,615
100,Jazz-Medium Swing,Austin-Jordan,Ab,Medium Swing,Is You Is Or Is You Ain't (Ma' Baby),616
100,Jazz-Medium Swing,Strayhorn-Ellington,Db,Medium Swing,Isfahan,617
280,Latin-Brazil: Samba,Tyner McCoy,Eb,Calypso,Island Birdie,618
100,Jazz-Medium Swing,Berlin Irving,G,Medium Swing,Isn't It A Lovely Day (To Be Caught In The Rain),619
60,Jazz-Ballad Swing,Gershwin George,C,Ballad,Isn't It A Pity,620
100,Jazz-Medium Swing,Rodgers Richard,Eb,Medium Swing,Isn't It Romantic?,621
160,Jazz-Medium Up Swing,Henderson Joe,C,Medium Up Swing,Isotope,622
100,Jazz-Medium Swing,Carisi John,D-,Medium Swing,Israel,623
100,Jazz-Medium Swing,Gershwin George,G-,Medium Swing,It Ain't Necessarily So,624
100,Jazz-Medium Swing,Van-Heusen Jimmy,Eb,Medium Swing,It Could Happen To You,625
160,Jazz-Medium Up Swing,Ellington Duke,Bb,Medium Up Swing,It Don't Mean A Thing,626
100,Jazz-Medium Swing,Jones Isham,G,Medium Swing,It Had To Be You,627
100,Jazz-Medium Swing,Rodgers Richard,G,Medium Swing,It Might As Well Be Spring,628
60,Jazz-Ballad Swing,Rodgers Richard,F,Ballad,It Never Entered My Mind,629
